,asin,category,color,description,details,name,size,department,demographic,division,subcategory,type,detail_type
797,B008BBD7HI, Boots ,missing,"100% Manmade Imported Synthetic sole Shaft measures approximately 8.25"" from arch Platform measures approximately 0.25"" Boot opening measures approximately 12"" around Manmade Sole",missing,Madden Girl Women's Gewelz Boot,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Ankle & Bootie,,
798,B008BBSOBC, Sandals ,missing,"100% Synthetic Imported Synthetic sole Heel measures approximately 2.75"" Platform measures approximately 0.75"" Achieve harmonious style with the SKECHERS Cali Rumblers - Lotus Flower sandal. Soft nubuck-textured synthetic upper in a strappy thong sandal with wedge heel. Sequin accents. Soft fabric strap lining. Cushioned comfort footbed. Lightly textured footbed with SKECHERS script print logo. Flexible traction outsole. Heel height: 2.25 inches",missing,Skechers Cali Women's Rumblers-Lotus Flower Wedge Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Platforms & Wedges,,
799,B008BBSPUC, Sandals ,missing,"100% duraleather Imported Lug Sole sole Heel measures approximately 2.25"" Platform measures approximately 0.75"" Leather upper.",missing,Skechers Cali Women's Rumblers-Sparks Fly Wedge Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Platforms & Wedges,,
800,B008BBT9LQ, Sandals ,missing,"100% Leather Imported Lug Sole sole Heel measures approximately 1.5"" Slide-on platform sandal featuring thong sandal with floral applique at center",missing,FitFlop Women's Florent Thong Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Flip-Flops,,
801,B008BBV0JU, Sandals ,missing,"100% microbuck Imported Rubber sole Heel measures approximately 3.5"" Platform measures approximately 1.25 inches Textile upper.",missing,Skechers Cali Women's Arcades-Slip And Slide Platform Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Platforms & Wedges,,
802,B008BCPQVC,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
803,B008BCPSJW,,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Polyester FEATURES: Large zippered main compartment w/zippered front pocket, top handle, two side handles & removable shoulder strap. MATERIAL: Polyester. SIZE: 21"" X 11"" X 11"" COLOR: Red INTENDED USE: Gym, Sports, Travel, Carry-on, Luggage, Camping, Overnighting, Hiking and More!",missing,"21"" Large Duffle Bag with Adjustable Strap",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear ,Travel Duffels,,,
804,B008BCPZFE,Sports Duffels,missing,"Polyester Imported 10"" wide FEATURES: Perfect Sports Gym bag, Original U-shape main zippered compartment, two end zippered pcokets, front zippered pocket, adjustable and removable shoulder strap SIZE: 17"" X 10"" X 9"" MATERIAL: 600D Polyester w/ Heavy Vinyl Backing COLORS: Black, Royal/Black, Red/Black, Purple/Black, Yellow/Black, Navy/Black INTENDED USE: GYM, SPORTS, TRAVEL, LUGGAGE, CARRY-ON BAG, HIKING AND CAMPING.",missing,"DALIX 17"" Blank Duffle Bag Duffel Bag Travel Size Sports Durable Gym Bag",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Gym Bags ,,,
805,B008BCXGK0,Sports Duffels,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) polyester Imported FEATURES: Zippered main compartment w/ zippered front pocket, top handle and side handle. MATERIAL: 600D Polyester SIZE: 12"" X 8"" X 8"" COLORS: Royal/Black INTENDED USE: Gym, Sports, Travel, Carry-on, Luggage, Camping, Hiking and More!",missing,"12"" Mini Two Tone Duffle Bag",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Gym Bags ,,,
806,B008BCXHIQ,Sports Duffels,missing,"Polyester FEATURES: Zippered main compartment with zippered front pocket, top padded handle, two side handles & removable/adjustable shoulder strap. MATERIAL: 600D Polyester SIZE: 14"" X 8-1/2"" X 8-1/2"". COLOR: Royal Blue INTENDED USE: Small Gym Bag, Sports, Travel, Carry-on, Luggage, Camping, Hiking and More!",missing,"DALIX 14"" Small Duffle Bag Two Toned Gym Travel Bag",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Gym Bags ,,,
807,B008BCXKJW,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
808,B008BCXLK0,Sports Duffels,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) FEATURES: Zippered main compartment, two zippered side pockets, poly-web handle & shoulder strap SIZE: 18"" X 10"" X 10"" MATERIAL: 600D Polyester COLORS: Black, Royal/Black, Red/Black, Navy/Black, Dark Green/Black INTENDED USE: Gym, Travel, Overnight, Flight bag, Airplane Carry-on",missing,"18"" Round Duffle Bag Flexible Roll Bag Gym Traveling Bag",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Gym Bags ,,,
809,B008BCXMOK,,missing,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Polyester Imported FEATURES: Zippered main compartment, w/ zippered front pocket, top velcro handle, two side handles & removable shoulder strap. MATERIAL: 600D Polyester SIZE: 18"" X 9"" X 9"" COLOR: Black INTENDED USE: Gym, Sports, Travel, Carry-on, Luggage, Camping, Hiking and More!",missing,"DALIX 18"" Two Tone Duffle Bag Medium Black Red Blue Gold Pink Purple Gray",missing,"Clothing, Shoes & Jewelry ",Luggage & Travel Gear,,,,
810,B008BD6T9O,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
811,B008BDRDPI, Dresses ,missing,95% Rayon/5% Spandex Machine Wash V-back Cowl neck,missing,Wrapper Plus-Size V-Back Cowl-Neck Jersey Dress,missing,"Clothing, Shoes & Jewelry ", Women , Plus-Size ,Night Out & Cocktail,,
812,B008BDROI4,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
813,B008BEGE16, Skiing ,missing,Faux Fur Shell: 100% Polyester; Lining: 100% Polyester Hand Wash Multiple solid and animal print faux fur options Satin lining for a luxurious touch,missing,Isotoner Women's Faux Fur hat,missing,Sports & Outdoors , Outdoor Recreation , Winter Sports , Clothing , Women ,Hats & Caps
814,B008BF578Q, Gloves & Mittens ,missing,"Shell Back: 60% Nylon, 30% Polyester, 10% Polyurethane, Palm: 94% Polyester, 6% Lycra Spandex, Lining, Forro: 100% Polyester Imported Hand Wash Conductive thread on thumbs, index and middle fingers conveys electrical impulse to the touchscreen Non-slip textured palm improves grip Signature stretch materials provide superior fit and flexibility",missing,Isotoner Women's Smartouch tech Stretch,missing,"Clothing, Shoes & Jewelry ", Women , Accessories ,Cold Weather Gloves,,
815,B008BFT7HS,,missing,"Shell: 100% Genuine Leather, Inner Lining Thinsulate: 55% Polyester, 45% Olefin, Inner Shell: 100% Polyester Imported Dry Clean Only Thinsulate lining 2-button length provides an extra two inches of length Smooth leather construction conceals a Thinsulate lining to help keep cold at bay with the Smooth Leather 2 Button Thinsulate glove from Isotoner.",missing,Isotoner Women's Smooth Leather Two Button Length Glove with Thinsulate Lining,missing,"Clothing, Shoes & Jewelry ", Women ,Clothing,,,
816,B008BG2IM8,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
817,B008BHAEZK, Skirts ,missing,"Chiffon High Waist, Pleated Skirt w Belt Fully Lined, Elastic Waistband, Above Knee Machine Wash Inside Out Model Body Size: Height: 5ft 3inches, Bust: 33inches, Waist: 25 1/4inches, Hip: 35 3/8inches, model is wearing a X-Small",missing,Allegra K Women High Waist Fully Lined Pleated Skirt w Belt,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
818,B008BHANBA,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
819,B008BHHWLE,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
820,B008BHIFLK,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
821,B008BHILMS,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
822,B008BHK46Y, Jackets & Coats ,missing,60% wool/40% other fibers Imported Dry clean only Two lower wide welt-seamed pockets Sleeve tabs Scarf included A classic plaid scarf on the single-breasted Barrington Car coat from London Fog looks crisp in cold climes.,missing,London Fog Men's Barrington car Coat,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Wool & Blends,,
823,B008BHK48C, Jackets & Coats ,missing,100% Polyester Imported Machine wash Two upper patch flap pockets with logo snap closure and two lower flap pockets with welted side entry Zip-out quilted poly inner jacket with tricot top collar Adjustable sleeve straps on outer jacket Poly twill lining A zip-out inner jacket conquers fluctuating temperatures with ease courtesy of the Vista Systems Parka Coat from London Fog.,missing,London Fog Men's Vista Systems Parka,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Down & Down Alternative,,
824,B008BHK48W, Jackets & Coats ,missing,60% wool/30% polyester/10% rayon Imported Dry clean only Wide angled pockets Center vent Poly-twill lining Classic single-breasted buttons and a traditional silhouette ensure the Fremont Blend Top Coat from London Fog wardrobe-staple status.,missing,London Fog Men's Fremont Blend Top Coat,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Wool & Blends,,
825,B008BHSRFO,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
826,B008BI7AZG,Cabinets & Cases,unavailable,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Nullify Imported Solid wood construction, Black PU Leather Individual compartments: 3.25""(D) x 1.75""(W) x 1.375""(H) Dimensions: 4.25""(D) x 12.75""(W) x 3.25""(H)",missing,Sorbus Watch Box 6 Mens Black Leather Display Plexi Glass Top Jewelry Case Organizer,missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Watch Accessories ,,,
827,B008BIBXRW, Underwear ,missing,94% Nylon / 6% Lycra Spandex Imported Extremely quick-drying Jacquard EXO Logo Elastic waistband Treated with Aegis Microbe Shield to eliminate odor-causing bacteria Stretch diamond-weave mesh fabric Highly breathable,missing,ExOfficio Give-n-go Print Boxer Brief,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Boxers,,
828,B008BKGZPA," Tops, Tees & Blouses ",missing,59% Polyester / 41% Cotton (after burnout) Imported Button front placket Lightweight and packable Wrinkle resistant fabric,missing,ExOfficio Women's Next-to-Nothing Artisan Long Sleeve Shirt,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,T-Shirts,,
829,B008BKXB9S,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
830,B008BLELWI, Active ,missing,"Polyester & Elastane Machine Wash Signature Moisture Transport System - The fabric actively works to wick swear away and out of the garment, keeping you dry and cool. Mesh Ventilation - For enhanced breathability giving you critical airflow in high-heat areas. Athletic Cut - The garment is designed with a slimmer fit to enhance comfort and reduce garment bulk. HeatGear - Under Armour's technical product range for the summer season. Wear this to stay light, dry and cool. Anti-Odor - The garment is made with an anti-microbial treatment to help keep you fresh.",missing,Under Armour Women's HeatGear Flyweight Tee,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Active Shirts & Tees,,
831,B008BLHQGQ, Athletic ,missing,"100% Leather Imported Lug Sole sole Huarache-inspired yoga sandal with elastic-fit heel cup Antimicrobial lining Lightweight, cushioned platform",missing,Ahnu Women's Maia Sandal,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Sport Sandals & Slides,,
832,B008BLZS98, Skirts ,missing,85% Polyester / 15% Cotton Imported Security zipper pocket Elastic waist Tagless label for added comfort (Heat Transfer),missing,ExOfficio Women's Go-to Stripe Skirt,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
833,B008BLZU50,Wrist Watches,missing,"Round black watch with black sunray dial featuring diamond marker at 12 o'clock, placed indices, and fluted, gold-tone crown 30 mm brass case with mineral dial window Japanese quartz movement with analog display Black ceramic band with jewelry clasp Not water resistant",missing,Anne Klein Women's Genuine Diamond-Accented Ceramic Bracelet Watch,missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
834,B008BOX45A, Shirts ,missing,"54% Cotton, 46% Polyester Imported Machine wash Double v-neck pullover Soft",missing,Van Heusen Men's Jaspee V-Doubler Shirt,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Casual Button-Down Shirts,,
835,B008BPOGCY,Wrist Watches,missing,Quality quartz movement Case diameter: 38 mm Fold over clasp with double push button safety Faux chronographs for decorative purposes only Not water resistant,missing,XOXO Women's XO5512 Horn Color Bracelet with Gold Case Watch,missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
836,B008BPOH32,Wrist Watches,missing,Round watch featuring pearlescent dial with luminous hands and three decorative subdials 38 mm gold-tone case with glass dial window Quartz movement with analog display Tortoise-tone plastic band and fold-over clasp with double push-button safety closure Not water resistant,missing,XOXO Women's XO5509 Gold-Tone Dress Watch with Tortoise-Tone Bracelet,missing,"Clothing, Shoes & Jewelry ", Women , Watches ,,,
837,B008BPVAHI,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
838,B008BQPZZ0,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
839,B008BR310U,Loafers & Slip-Ons,missing,"100% Manmade Made in the USA or Imported Rubber sole With a slotted collar and contrast details, this boat shoe is all classic lines and quintessential dockside style.",missing,Madden Men's M-Gamer Boat Shoe,missing,"Clothing, Shoes & Jewelry ", Men , Shoes ,,,
840,B008BRYX0M,Sleep & Lounge,missing,"100% Cotton Imported Machine wash Four button henley collar Long sleeves Drawstring waist The soft micro fleece Intimo pajama pant adds warmth on chilly days, while the fitted henley adds an athletic vibe.",missing,Intimo Men's Knit Henley Printed Micro Fleece Pajama Set,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,,,
